# r2 direct single double poly
4.2579884980240394e+01 2.3826097357220067e-02 2.3827048000000000e-02 2.3827051712431276e-02 2.3826124146580696e-02
4.1476234304747855e+01 2.7847193395427072e-02 2.7847904699999999e-02 2.7847940751118211e-02 2.7847304940223694e-02
4.9110285294652712e+01 9.6068257735205075e-03 9.6075888699999994e-03 9.6075057326514210e-03 9.6067162230610847e-03
2.4124082804090982e+01 3.7575860922669918e-01 3.7575975099999998e-01 3.7575923086470298e-01 3.7575691938400269e-01
2.9505569822110115e+01 1.6120396824253880e-01 1.6120573899999999e-01 1.6120508064040134e-01 1.6120496392250061e-01
1.6851904141774114e+01 1.3099591263922130e+00 1.3099644200000000e+00 1.3099568065083205e+00 1.3099607229232788e+00
3.7573088332581655e+01 4.8671873002438824e-02 4.8672661200000002e-02 4.8673015635335513e-02 4.8671953380107880e-02
2.7686763385698782e+01 2.1344960380420011e-01 2.1344913500000001e-01 2.1344982008080116e-01 2.1344949305057526e-01
3.7426058873525584e+01 4.9717787830759926e-02 4.9718063299999997e-02 4.9718495378781494e-02 4.9717757850885391e-02
2.1526051666568485e+01 5.7688602020852198e-01 5.7688486600000000e-01 5.7688568301907528e-01 5.7689112424850464e-01
2.7326461842456997e+01 2.2578901824197212e-01 2.2579029200000000e-01 2.2579019139082773e-01 2.2578826546669006e-01
1.9956068354204358e+01 7.5377047104922357e-01 7.5376844399999998e-01 7.5376986227043230e-01 7.5376915931701660e-01
1.2736857353331465e+02 4.1657785200919214e-07 4.1795365699999998e-07 4.1795406050686125e-07 4.1623172819527099e-07
1.2816620633510166e+02 3.7744755363762337e-07 3.7795794599999999e-07 3.7796039334339565e-07 3.7824798937435844e-07
1.0875849643376070e+02 4.2158502459976104e-06 4.2179062799999998e-06 4.2179210172516664e-06 4.2264077819709200e-06
8.0115339592551294e+01 1.5888871327018834e-04 1.5894255199999999e-04 1.5894292221527059e-04 1.5882620937190950e-04
6.9173974722065822e+01 6.5668183161566673e-04 6.5687118299999998e-04 6.5687261483280128e-04 6.5669557079672813e-04
8.5140130763513213e+01 8.3407131770190702e-05 8.3454484400000001e-05 8.3454745571630859e-05 8.3285609434824437e-05
1.1136075872163912e+02 3.0451481937223616e-06 3.0510218499999999e-06 3.0510235465064903e-06 3.0456574222625932e-06
9.8074847551850112e+01 1.6137522449711001e-05 1.6156333000000000e-05 1.6156334400759710e-05 1.6172232790268026e-05
1.2705408695969844e+02 4.3310349143113664e-07 4.3434488399999999e-07 4.3434618916900357e-07 4.3228607182754786e-07
1.2829033774643133e+02 3.7169894283171774e-07 3.7250217100000002e-07 3.7250252494868778e-07 3.7266374874889152e-07
7.5648286066853359e+01 2.8279491676980493e-04 2.8289045400000003e-04 2.8289124932182112e-04 2.8297895914874971e-04
8.6536196750687438e+01 6.9781405133822325e-05 6.9802787000000006e-05 6.9803191156535136e-05 6.9674024416599423e-05
8.3882792091761630e+01 9.7966427672987780e-05 9.8021068000000002e-05 9.8021563385483843e-05 9.7840624221134931e-05
1.1433701692692051e+02 2.1005687737301059e-06 2.1038749800000002e-06 2.1038723532190523e-06 2.0931217932229629e-06
1.2982693011432278e+02 3.0741052083114351e-07 3.0825697200000001e-07 3.0825546652424198e-07 3.1019172297419573e-07
1.2489481498127564e+02 5.6581376591246350e-07 5.6710035799999996e-07 5.6710225072077586e-07 5.6155960237447289e-07
7.6214326933363310e+01 2.6281945414211765e-04 2.6287642000000000e-04 2.6287786430367047e-04 2.6296824216842651e-04
8.5158297725330627e+01 8.3213608220247270e-05 8.3258208200000000e-05 8.3258397927632151e-05 8.3092134445905685e-05
6.2001519503672782e+01 1.6890136714807998e-03 1.6892025000000001e-03 1.6892128084154434e-03 1.6890091355890036e-03
1.1311701880302111e+02 2.4457093670690695e-06 2.4483531400000000e-06 2.4483383702744230e-06 2.4409876004938269e-06
1.2346618454636477e+02 6.7538532136947464e-07 6.7707617300000001e-07 6.7709013725731130e-07 6.6889685967908008e-07
1.2880959911790387e+02 3.4858927622571929e-07 3.4978342000000002e-07 3.4978642062489643e-07 3.5023145983359427e-07
1.4021305102374123e+02 8.5484022282941906e-08 8.5716763500000002e-08 8.5716954732890590e-08 8.5425156726159912e-08
1.9258166414719533e+01 8.5094753419999092e-01 8.5093426699999997e-01 8.5094560636218552e-01 8.5094308853149414e-01
2.6128680097621462e+01 2.7258620368728947e-01 2.7258354400000001e-01 2.7258589396242466e-01 2.7258530259132385e-01
1.8210638002494594e+01 1.0239767709219176e+00 1.0239639300000001e+00 1.0239743802259573e+00 1.0239646434783936e+00
3.3829884240366383e+01 8.4127645985590582e-02 8.4128305299999998e-02 8.4128832436987613e-02 8.4126845002174377e-02
2.6419288010597931e+01 2.6035182700786896e-01 2.6035097200000001e-01 2.6035123443472824e-01 2.6034966111183167e-01
4.2122180009363717e+01 2.5415561328775756e-02 2.5416396599999998e-02 2.5416520512168105e-02 2.5415655225515366e-02
7.4966075724536225e+01 3.0892301536021284e-04 3.0903072899999997e-04 3.0903076505542018e-04 3.0914982198737562e-04
7.5160661804383153e+01 3.0123094791038494e-04 3.0132345300000002e-04 3.0132660892502090e-04 3.0144400079734623e-04
9.2090352120991724e+01 3.4413585405375397e-05 3.4424036099999998e-05 3.4424290398824211e-05 3.4393371606711298e-05
7.2916289262143792e+01 4.0309111761676117e-04 4.0309288300000002e-04 4.0309497291077863e-04 4.0338424150831997e-04
7.3595160011438679e+01 3.6905625748195040e-04 3.6918953999999998e-04 3.6919160367470191e-04 3.6933858064003289e-04
7.8251393371172810e+01 2.0201264926604837e-04 2.0207461800000000e-04 2.0207779465003772e-04 2.0203515305183828e-04
4.8073039314103774e+01 1.1081210479382530e-02 1.1081928400000000e-02 1.1081878652959948e-02 1.1081167496740818e-02
5.8186134944753363e+01 2.8081369009984986e-03 2.8081494400000002e-03 2.8081484851822862e-03 2.8081510681658983e-03
4.2465114740052258e+01 2.4214764683912034e-02 2.4215551100000000e-02 2.4215509096032244e-02 2.4214796721935272e-02
4.5703296893355706e+01 1.5386048370964066e-02 1.5386239600000001e-02 1.5386172895951528e-02 1.5386089682579041e-02
4.8194997241642774e+01 1.0896444514704260e-02 1.0896452700000000e-02 1.0896478861186143e-02 1.0896297171711922e-02
5.3564232444994097e+01 5.2323054191375775e-03 5.2323844299999997e-03 5.2324207044001222e-03 5.2322898991405964e-03
7.5622750504841946e+01 2.8373142361980174e-04 2.8383213800000002e-04 2.8383568030332211e-04 2.8391848900355399e-04
7.5311717839597421e+01 2.9539343240009909e-04 2.9540853600000001e-04 2.9540844311681444e-04 2.9559747781604528e-04
8.7446347545914307e+01 6.2130426095662148e-05 6.2165221599999999e-05 6.2165464209923145e-05 6.2034749134909362e-05
7.6093562621259039e+01 2.6695791948853231e-04 2.6706542099999998e-04 2.6706551871960230e-04 2.6711242389865220e-04
7.4157263858875083e+01 3.4308524657678836e-04 3.4320083800000001e-04 3.4320339397477109e-04 3.4335034433752298e-04
7.4956377866893945e+01 3.0931153263884768e-04 3.0941632600000002e-04 3.0941593146363306e-04 3.0953940586186945e-04
1.8988046555188983e+01 8.9222067951239892e-01 8.9221608600000002e-01 8.9221850131543534e-01 8.9221739768981934e-01
2.1621872670033653e+01 5.6767146034985749e-01 5.6766813999999999e-01 5.6767047421784234e-01 5.6766980886459351e-01
2.7236304313704775e+01 2.2899406353132926e-01 2.2899277500000001e-01 2.2899328715214928e-01 2.2899200022220612e-01
6.6089336945681993e+01 9.8424384687562897e-04 9.8444358400000005e-04 9.8444642524907178e-04 9.8422437440603971e-04
7.1500177502511690e+01 4.8467667577085780e-04 4.8474213700000002e-04 4.8474286134828174e-04 4.8489414621144533e-04
6.8729321075321380e+01 6.9603093687573415e-04 6.9621513800000002e-04 6.9621654767500142e-04 6.9603661540895700e-04
7.8621353357193939e+00 9.2049777998977422e+00 9.2049465200000000e+00 9.2049432861718277e+00 9.2049446105957031e+00
3.4413261833426336e+00 4.4240787071782201e+01 4.4240894300000001e+01 4.4240577820436549e+01 4.4240890502929688e+01
1.0363049050463257e+01 4.9212032554597966e+00 4.9211845399999996e+00 4.9211841881702680e+00 4.9211874008178711e+00
4.5978477246299420e+01 1.4808450074876450e-02 1.4809318800000000e-02 1.4809242264017947e-02 1.4808448962867260e-02
5.7777300339651674e+01 2.9661620026353659e-03 2.9665804499999998e-03 2.9665534796569273e-03 2.9662097804248333e-03
4.1305036932571390e+01 2.8531098183843941e-02 2.8531428399999999e-02 2.8531377617166495e-02 2.8531203046441078e-02
1.1785556637523290e+02 1.3554512514902909e-06 1.3579099199999999e-06 1.3579007393817588e-06 1.3444080195768038e-06
9.8461454509658466e+01 1.5369228900736573e-05 1.5369148999999999e-05 1.5369130869278801e-05 1.5405128579004668e-05
1.1997229714363472e+02 1.0419076207246532e-06 1.0421454099999999e-06 1.0421451256686584e-06 1.0314239489161992e-06
1.2301272944720998e+02 7.1444035280781134e-07 7.1629932600000002e-07 7.1629985804295012e-07 7.0728606260672677e-07
1.0503738675040265e+02 6.7199936599249922e-06 6.7289574900000000e-06 6.7289579156527822e-06 6.7466585278452840e-06
1.1929470010731332e+02 1.1334124008630058e-06 1.1362473099999999e-06 1.1362432877423636e-06 1.1225509979340131e-06
4.4663240506587336e+01 1.7786766830253372e-02 1.7786957300000000e-02 1.7786916471835962e-02 1.7786571756005287e-02
4.9201638156405387e+01 9.4870107873546976e-03 9.4873197399999998e-03 9.4873051334672318e-03 9.4869174063205719e-03
5.4338637594564773e+01 4.7116400361742064e-03 4.7115771999999998e-03 4.7116231696779642e-03 4.7116260975599289e-03
9.9216838683071643e+01 1.3972696450680946e-05 1.3979448300000000e-05 1.3979515929017263e-05 1.4010318409418687e-05
9.4885749981575756e+01 2.4147429951022960e-05 2.4171369700000000e-05 2.4171548512980458e-05 2.4161583496606909e-05
1.0664125241709272e+02 5.4957330557193265e-06 5.4966658400000000e-06 5.4966627556737918e-06 5.5155737754830625e-06
1.2963697298402712e+02 3.1471008653455988e-07 3.1522293399999999e-07 3.1522287175650977e-07 3.1730243676975078e-07
1.4233138846722568e+02 6.5893050208705824e-08 6.5968684699999997e-08 6.5968940678263387e-08 6.6448556879095122e-08
1.3368043250706884e+02 1.9106090064926783e-07 1.9152102500000000e-07 1.9152198925403333e-07 1.9523616856531589e-07
4.9725784308895655e+01 8.8285411394733743e-03 8.8291605899999993e-03 8.8291588201576034e-03 8.8284732773900032e-03
6.0995643531589010e+01 1.9304271990795842e-03 1.9305843200000000e-03 1.9305857945559764e-03 1.9304293673485518e-03
5.3681414935320120e+01 5.1498955953077300e-03 5.1504280400000001e-03 5.1504254185372293e-03 5.1499083638191223e-03
1.3038658402310017e+02 2.8687772984422509e-07 2.8784757000000000e-07 2.8784817065917889e-07 2.9017820679655415e-07
7.8814339434264014e+01 1.8786882456923659e-04 1.8792005699999999e-04 1.8792052909023373e-04 1.8786147120408714e-04
9.1644053922131150e+01 3.6419458114770143e-05 3.6446384899999998e-05 3.6446441022169444e-05 3.6392535548657179e-05
8.6999654100884953e+01 6.5773524485975669e-05 6.5819876900000002e-05 6.5820156579368574e-05 6.5672204073052853e-05
1.3629183802104095e+02 1.3849027216862856e-07 1.3909100000000001e-07 1.3909145232882061e-07 1.4006107562636316e-07
1.0458615944936584e+02 7.1114990854410293e-06 7.1170466100000001e-06 7.1170585929489468e-06 7.1399945227312855e-06
9.8796163191922616e+01 1.4733874317259399e-05 1.4750781700000000e-05 1.4750827006415297e-05 1.4770662346563768e-05
1.0630660876338456e+02 5.7311378878689279e-06 5.7397974200000000e-06 5.7398109317114776e-06 5.7524439398548566e-06
5.8734155041009018e+01 2.6096631307483955e-03 2.6098447899999999e-03 2.6098542561064763e-03 2.6096864603459835e-03
7.3185964012964575e+01 3.8920625087243899e-04 3.8934327300000000e-04 3.8934413877130171e-04 3.8949912413954735e-04
6.1736000726730758e+01 1.7495895052593354e-03 1.7498997000000001e-03 1.7499018558825759e-03 1.7495844513177872e-03
5.1294090352776109e+01 7.1241682506777817e-03 7.1247797500000000e-03 7.1247866406330537e-03 7.1241375990211964e-03
4.6255436074519068e+01 1.4249595792513324e-02 1.4249735499999999e-02 1.4249764630275918e-02 1.4249531552195549e-02
4.2949551030360418e+01 2.2617406061380817e-02 2.2618107500000002e-02 2.2618103421413033e-02 2.2617494687438011e-02
1.1949849134148430e+02 1.1050734573948416e-06 1.1078371900000000e-06 1.1078376631118964e-06 1.0943030019916478e-06
1.2956719619826740e+02 3.1743492322565378e-07 3.1778571999999997e-07 3.1778713270753685e-07 3.1995011795515893e-07
1.0772387500716941e+02 4.7987463600277902e-06 4.8005335900000001e-06 4.8005444235904005e-06 4.8138081183424219e-06
1.1748519503127378e+02 1.4193535259545729e-06 1.4200882100000000e-06 1.4200874583829684e-06 1.4083969972489285e-06
1.0673280655420865e+02 5.4330409526092342e-06 5.4352089999999997e-06 5.4352180873809075e-06 5.4524734878214076e-06
1.3283791089437005e+02 2.1198123913392421e-07 2.1263503000000000e-07 2.1263694371450578e-07 2.1632862967635447e-07
1.3953546736275257e+02 9.2910798870099017e-08 9.3346102400000000e-08 9.3346505413553857e-08 9.2514611083061027e-08
1.1882203632175013e+02 1.2019838722629102e-06 1.2025102500000000e-06 1.2025185418073676e-06 1.1909426120837452e-06
1.3494846448891150e+02 1.6341431401057408e-07 1.6405699899999999e-07 1.6405791457623435e-07 1.6672788660798687e-07
1.4200476810190486e+02 6.8590356427061335e-08 6.8749116599999997e-08 6.8749691839495592e-08 6.9085686504877231e-08
1.3342444158002644e+02 1.9718814475045732e-07 1.9790775200000000e-07 1.9790900149312279e-07 2.0144550205714040e-07
6.4730277865771512e+01 1.1772280160453395e-03 1.1772476099999999e-03 1.1772578099001423e-03 1.1772053549066186e-03
6.7292885479115768e+01 8.4025599937129192e-04 8.4038870399999997e-04 8.4039273083684300e-04 8.4024789975956082e-04
7.8723055948649687e+01 1.9009240323901230e-04 1.9017411999999999e-04 1.9017541441578216e-04 1.9008936942555010e-04
8.5468678309883302e+01 7.9976400073727031e-05 8.0012396200000006e-05 8.0012493883086668e-05 7.9857440141495317e-05
8.4398584506954194e+01 9.1706585182980624e-05 9.1765417900000005e-05 9.1765707758978391e-05 9.1581299784593284e-05
1.0387429811413286e+02 7.7763511619341443e-06 7.7802487800000000e-06 7.7802719871988325e-06 7.8074799603200518e-06
8.0699944603326074e+01 1.4737994021175356e-04 1.4743729799999999e-04 1.4743874361964845e-04 1.4729757094755769e-04
7.3506328723247762e+01 3.7333891966905095e-04 3.7344766300000001e-04 3.7344954196151428e-04 3.7362700095400214e-04
8.1305149269141850e+01 1.3635125942554850e-04 1.3641502299999999e-04 1.3641575930640931e-04 1.3625394785776734e-04
1.3451994566579796e+02 1.7227627808271319e-07 1.7292590800000001e-07 1.7292591218236436e-07 1.7596325108115707e-07
1.2447776173478819e+02 5.9581286672951978e-07 5.9759162200000000e-07 5.9759805737077369e-07 5.9089251180921565e-07
1.1969641771749301e+02 1.0782316973455206e-06 1.0803247500000001e-06 1.0803321611263895e-06 1.0675653356884141e-06
1.0414193824096677e+02 7.5193459409742975e-06 7.5298662499999999e-06 7.5298489138375574e-06 7.5495408964343369e-06
9.4118581888943140e+01 2.6610588387381858e-05 2.6636229400000000e-05 2.6636084826126636e-05 2.6616726245265454e-05
1.1135360338040928e+02 3.0478707318023358e-06 3.0537635200000001e-06 3.0537667497962295e-06 3.0483940918202279e-06
1.0645698339830675e+02 5.6241272809201090e-06 5.6303228999999998e-06 5.6303462028274544e-06 5.6447497627232224e-06
1.2364349744335561e+02 6.6070356841322863e-07 6.6184026100000000e-07 6.6183999425697548e-07 6.5448227815068094e-07
1.0880094792224531e+02 4.1935168278127187e-06 4.1965727199999999e-06 4.1965460933384462e-06 4.2038573155878112e-06
1.3131302137860200e+02 2.5586913592167483e-07 2.5661233799999998e-07 2.5661207721258127e-07 2.5981660201068735e-07
1.1485223747113821e+02 1.9699330450684846e-06 1.9736523900000001e-06 1.9736422180439920e-06 1.9615740711742546e-06
1.2698189273440923e+02 4.3698914788209786e-07 4.3812357800000002e-07 4.3812075242299643e-07 4.3606101485238469e-07
1.3237948043613426e+02 2.2431524228880614e-07 2.2439539299999999e-07 2.2439471290362254e-07 2.2863791571126058e-07
1.2559705006361933e+02 5.1868858518057503e-07 5.1997653800000002e-07 5.1997348409602744e-07 5.1556719427026110e-07
1.3242586008151068e+02 2.2303532330068142e-07 2.2306174700000000e-07 2.2306143603293003e-07 2.2735883931090939e-07
1.2456787561568358e+02 5.8919838963609039e-07 5.9099329499999996e-07 5.9099312351637826e-07 5.8441884220883367e-07
1.1636171231583991e+02 1.6323261922464035e-06 1.6323574500000001e-06 1.6323523135894949e-06 1.6220491261265124e-06
9.7014304713850237e+01 1.8449665073156502e-05 1.8465172600000000e-05 1.8465228527284512e-05 1.8479746358934790e-05
1.0833539742728509e+02 4.4450839102667064e-06 4.4520629700000003e-06 4.4520788701063000e-06 4.4574676394404378e-06
1.0015514967310861e+02 1.2414441331652030e-05 1.2415763199999999e-05 1.2415812183661775e-05 1.2452778719307389e-05
1.3889949832590722e+02 1.0046970990590730e-07 1.0057526400000000e-07 1.0057501391115965e-07 9.9675318665504165e-08
1.3068588956584136e+02 2.7646774219159573e-07 2.7700494299999999e-07 2.7700428638870092e-07 2.8000562224406167e-07
9.0412853735099418e+01 4.2585828246202179e-05 4.2621009900000000e-05 4.2621013513875969e-05 4.2539340938674286e-05
1.0499257968210439e+02 6.7578804441800851e-06 6.7660621399999998e-06 6.7661231147237423e-06 6.7847799982700963e-06
7.6624357000991083e+01 2.4924605430834987e-04 2.4934418599999999e-04 2.4934499040123967e-04 2.4936674162745476e-04
1.3154703761285987e+02 2.4858374859630612e-07 2.4949736100000001e-07 2.4949803497714353e-07 2.5264870373575832e-07
1.2177802755556772e+02 8.3267421422444588e-07 8.3488259900000003e-07 8.3488278934065926e-07 8.2388953615009086e-07
9.1955273042665254e+01 3.5008653339996491e-05 3.5034365299999997e-05 3.5034390762059236e-05 3.4986413083970547e-05
7.8776544050704402e+01 1.8878627790422871e-04 1.8885299500000000e-04 1.8885347969577236e-04 1.8878113769460469e-04
1.0211529453194834e+02 9.7002066379085091e-06 9.7081219800000000e-06 9.7081722931202116e-06 9.7364718385506421e-06
1.0332786285734403e+02 8.3288569409912006e-06 8.3408576800000007e-06 8.3408748644481485e-06 8.3618133430718444e-06
1.0456905342009844e+02 7.1267844260703217e-06 7.1328390700000002e-06 7.1328724371057849e-06 7.1553827183379326e-06
9.3414086615962162e+01 2.9095060215606957e-05 2.9119671999999998e-05 2.9119733351598554e-05 2.9092980184941553e-05
1.0314380483007810e+02 8.5237203552937998e-06 8.5340534500000005e-06 8.5340768385542096e-06 8.5572346506523900e-06
1.2056171730635299e+02 9.6836681285073957e-07 9.7091117399999997e-07 9.7091332738756104e-07 9.5832660917949397e-07
9.0836428179466054e+01 4.0353818933282466e-05 4.0374092400000001e-05 4.0373919648582474e-05 4.0314240322913975e-05
1.2432037905582885e+02 6.0754436012995782e-07 6.0915755300000000e-07 6.0916007826389370e-07 6.0237090337977861e-07
1.1731133003347618e+02 1.4503872804041551e-06 1.4526601700000000e-06 1.4526593137252448e-06 1.4394923937288695e-06
1.3016561934078214e+02 2.9481472901845900e-07 2.9588338200000001e-07 2.9588419492982432e-07 2.9792556688335026e-07
1.3740620072828401e+02 1.2073534348318743e-07 1.2101926900000000e-07 1.2101894263356334e-07 1.2017464712243964e-07
1.3349892792673739e+02 1.9538521146766372e-07 1.9604823400000001e-07 1.9604698077109675e-07 1.9962399733230995e-07
1.3941631334735899e+02 9.4282226386773451e-08 9.4695295200000003e-08 9.4695548665171603e-08 9.3817632773607329e-08
7.8705472783288471e+01 1.9052375775205081e-04 1.9060962900000001e-04 1.9061049831113245e-04 1.9052196876145899e-04
6.8345061592633030e+01 7.3195679119198950e-04 7.3215772900000000e-04 7.3215757337736370e-04 7.3196104494854808e-04
8.4012675625050989e+01 9.6350596648009926e-05 9.6376599700000000e-05 9.6376952758358929e-05 9.6224670414812863e-05
1.3094964363371159e+02 2.6760904759954563e-07 2.6770663899999999e-07 2.6770899427376423e-07 2.7133825142300338e-07
1.1135839862278081e+02 3.0460459181224171e-06 3.0519147499999999e-06 3.0519244146839552e-06 3.0465582767646993e-06
1.4075457338133739e+02 7.9979139041043966e-08 8.0179084699999998e-08 8.0179489352631681e-08 8.0134796576203371e-08
7.8038877718196758e+01 2.0762773188763177e-04 2.0771750100000001e-04 2.0771932382126774e-04 2.0766205852851272e-04
6.5110525233554256e+01 1.1196544764298759e-03 1.1197206299999999e-03 1.1197175236006154e-03 1.1196348350495100e-03
7.6042615577369943e+01 2.6872352814843092e-04 2.6883662200000001e-04 2.6883725802192762e-04 2.6888179127126932e-04
9.5733230127145873e+01 2.1692360163225732e-05 2.1712920000000001e-05 2.1712981822218838e-05 2.1713769456255250e-05
1.0577878898916816e+02 6.1232269561076232e-06 6.1264331600000003e-06 6.1264140530101411e-06 6.1467585510399658e-06
1.1009028218260717e+02 3.5690300230555796e-06 3.5750826999999998e-06 3.5750655701921402e-06 3.5741588817472802e-06
1.0750988459519766e+02 4.9290787029891388e-06 4.9334821599999999e-06 4.9334677325975416e-06 4.9450427468400449e-06
1.1546642364382026e+02 1.8248275534753953e-06 1.8276806500000000e-06 1.8276797982485782e-06 1.8155375300921150e-06
9.0571806811439430e+01 4.1733999594349678e-05 4.1756156900000003e-05 4.1756215631212855e-05 4.1689880163175985e-05
1.3265695197251756e+02 2.1676642702386890e-07 2.1720467199999999e-07 2.1720592920880702e-07 2.2111392183887801e-07
1.3016696723579474e+02 2.9476565064479534e-07 2.9583392799999998e-07 2.9583405828122015e-07 2.9787085509269673e-07
1.0877923684447842e+02 4.2049239611660347e-06 4.2074721000000000e-06 4.2075157780562068e-06 4.2153942558798008e-06
9.5801217480255190e+01 2.1506656155295314e-05 2.1524006999999998e-05 2.1524204637645251e-05 2.1528665456571616e-05
1.0189368642006603e+02 9.9743795133442785e-06 9.9775206800000002e-06 9.9775560925722025e-06 1.0011104677687399e-05
1.4006584121024343e+02 8.7045167598908628e-08 8.7368242400000003e-08 8.7369744488718640e-08 8.6920266539891600e-08
1.4225273053724595e+02 6.6532734050625775e-08 6.6554676399999999e-08 6.6555600638333832e-08 6.7074815035539359e-08
1.2706471738783088e+02 4.3253427598223033e-07 4.3379071699999998e-07 4.3379573710995502e-07 4.3172732944185555e-07
1.4365936938024544e+02 5.5978806807416011e-08 5.6169788799999998e-08 5.6171219455778583e-08 5.6680164561839774e-08
1.3005189494729416e+02 2.9898525069003156e-07 3.0002863099999998e-07 3.0003388592489558e-07 3.0198594913599663e-07
1.3890422555235656e+02 1.0041130653321396e-07 1.0052070100000000e-07 1.0052206123155935e-07 9.9619910542969592e-08
1.2663577254755043e+02 4.5611002834072093e-07 4.5627953700000002e-07 4.5628161367534078e-07 4.5464597064892587e-07
1.4374351107304588e+02 5.5403604165170707e-08 5.5556522900000001e-08 5.5556536898761762e-08 5.6109861645836645e-08
1.3757511570279524e+02 1.1825110319222150e-07 1.1865677200000000e-07 1.1865823454392806e-07 1.1731548710258721e-07
1.3888848983683377e+02 1.0060584844543009e-07 1.0070131400000000e-07 1.0070169081890667e-07 9.9804310593754053e-08
1.2217169867268443e+02 7.9298378806559415e-07 7.9486801500000002e-07 7.9487427623930033e-07 7.8468082165272790e-07
1.1944840342194411e+02 1.1119719334731484e-06 1.1147975599999999e-06 1.1148178557828077e-06 1.1011643437086605e-06
1.0673968350842935e+02 5.4283610785533150e-06 5.4306847200000000e-06 5.4307741630144014e-06 5.4477495723403990e-06
1.1871854046069171e+02 1.2175463618587689e-06 1.2179697299999999e-06 1.2179964620031712e-06 1.2064958809787640e-06
1.3630201240427346e+02 1.3831685571182847e-07 1.3891970200000001e-07 1.3891904370724951e-07 1.3986959856993053e-07
1.1884879629494021e+02 1.1979926477736434e-06 1.1987510800000001e-06 1.1987648131379751e-06 1.1869844911416294e-06
1.2578814509293221e+02 5.0656120920546282e-07 5.0811644299999999e-07 5.0811460610195862e-07 5.0374063675917569e-07
1.2579134883227293e+02 5.0636033778781967e-07 5.0791243200000003e-07 5.0791589262211530e-07 5.0355799885437591e-07
1.0048305707558413e+02 1.1912166133496163e-05 1.1926157600000000e-05 1.1926229391861852e-05 1.1950571206398308e-05
1.1242376565521612e+02 2.6666823179030582e-06 2.6720235800000000e-06 2.6720862980584163e-06 2.6638190320227295e-06
1.0851963601033124e+02 4.3437618858688808e-06 4.3478944500000003e-06 4.3478991038653299e-06 4.3553027353482321e-06
1.1823698344843423e+02 1.2926630179616665e-06 1.2958132600000000e-06 1.2958261296287817e-06 1.2815811487598694e-06
1.3316855675980446e+02 2.0351001552083582e-07 2.0431981799999999e-07 2.0432011580120874e-07 2.0782400156349468e-07
1.2971939187120225e+02 3.1152180381691394e-07 3.1219863699999998e-07 3.1220006351027268e-07 3.1420432833328960e-07
1.3751005889979280e+02 1.1920176359810549e-07 1.1956571199999999e-07 1.1956673501426604e-07 1.1841574121262965e-07
1.3895958946406660e+02 9.9729834092770291e-08 9.9889874100000004e-08 9.9889757132462806e-08 9.8976300932918093e-08
1.0058139653727548e+02 1.1765559119490547e-05 1.1780959500000000e-05 1.1780785986304423e-05 1.1803832421719562e-05
1.0803699392733161e+02 4.6142592508654875e-06 4.6216650799999997e-06 4.6216483518590164e-06 4.6279224079626147e-06
1.1649193673063127e+02 1.6060795089031279e-06 1.6075129000000001e-06 1.6075020662432977e-06 1.5956851484588697e-06
1.2002467445856587e+02 1.0351514361930992e-06 1.0353650200000000e-06 1.0353608126350888e-06 1.0246858437312767e-06
1.4138801144082976e+02 7.3989541729944849e-08 7.4362866100000001e-08 7.4363964603130993e-08 7.4341301115055103e-08
1.1817326812578897e+02 1.3029446292127186e-06 1.3061423899999999e-06 1.3061693820023566e-06 1.2918434322273242e-06
4.5878190091952391e+01 1.5016324762582630e-02 1.5016640499999999e-02 1.5016703928760415e-02 1.5016311779618263e-02
4.7634142744667848e+01 1.1773158365287396e-02 1.1773632799999999e-02 1.1773626421708469e-02 1.1773030273616314e-02
5.4430362852008031e+01 4.6535771398161715e-03 4.6540442900000001e-03 4.6540773557391243e-03 4.6535986475646496e-03
2.6975805983608037e+01 2.3853013163682574e-01 2.3853123200000001e-01 2.3853106823236503e-01 2.3852862417697906e-01
2.2216070281029822e+01 5.1399828860085939e-01 5.1399993899999996e-01 5.1400096465195166e-01 5.1399958133697510e-01
3.5206919084589700e+01 6.8684265639782013e-02 6.8684935599999997e-02 6.8685384235855712e-02 6.8684153258800507e-02
7.0263976217541710e+00 1.1657585431928144e+01 1.1657603300000000e+01 1.1657644107767554e+01 1.1657612800598145e+01
2.8983089541461715e+00 5.9238469626902521e+01 5.9238784799999998e+01 5.9238839973603312e+01 5.9237907409667969e+01
9.4095437751616444e+00 6.1756919108073838e+00 6.1756439199999997e+00 6.1757199493902633e+00 6.1757073402404785e+00
7.1947221509224178e+01 4.5725887390135627e-04 4.5732458200000001e-04 4.5732558492568993e-04 4.5751922880299389e-04
6.9667577242116806e+01 6.1563364714261627e-04 6.1580148800000002e-04 6.1580551075176562e-04 6.1543169431388378e-04
7.0923733283941445e+01 5.2250442775426985e-04 5.2266730899999995e-04 5.2267167447759796e-04 5.2264227997511625e-04
5.5716911027348615e+01 3.9119831855722216e-03 3.9123306099999996e-03 3.9123486246293963e-03 3.9120214059948921e-03
6.7502406124787910e+01 8.1746520183994240e-04 8.1765354799999998e-04 8.1766224460721733e-04 8.1745587522163987e-04
5.5705006944047213e+01 3.9182607818742258e-03 3.9185588200000001e-03 3.9185773515956011e-03 3.9182910695672035e-03
3.2622305050079426e+01 1.0066310690766424e-01 1.0066348300000000e-01 1.0066426419344821e-01 1.0066200047731400e-01
