   932 +2.733594e-02 -4.264343e-05 -2.844499e-02 -1.320849e-02     13
   933 -2.394519e-02 -8.264843e-02 -3.582924e-02 -4.198671e-02     35
   934 -9.175306e-03 -3.245989e-02 -6.860230e-02 -3.697002e-02     28
   935 +8.763990e-03 +7.221516e-02 -7.539656e-02 -3.629674e-02     30
   936 -4.566605e-02 -1.548316e-02 -1.702879e-02 -3.305255e-02     28
   937 +1.084482e-02 +2.044019e-02 +4.558513e-02 -4.301980e-02     35
   938 -1.627717e-02 +2.344990e-02 -4.188468e-02 -7.993697e-03      6
   939 -1.349068e-01 -1.629153e-02 +5.948447e-02 -6.450306e-02     49
   940 +1.433832e-02 -3.584021e-02 +9.190877e-02 -4.968429e-02     39
   941 -2.421027e-03 +2.704938e-03 -1.474397e-02 -2.552436e-03      3
   942 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   943 +1.122747e-02 +1.458555e-02 -8.846918e-04 -2.523023e-03      3
   944 -5.454184e-04 +5.498610e-03 -9.569644e-04 -2.025912e-03      3
   945 -8.094803e-03 +8.953598e-03 +4.320807e-04 -3.622668e-03      4
   946 -1.452878e-03 -3.202410e-02 +5.087641e-02 -4.003098e-02     31
   947 -1.080829e-02 +7.074301e-03 +4.412698e-02 -2.494947e-02     19
   948 -6.021883e-02 +6.736108e-02 -1.990267e-03 -5.211623e-02     39
   949 -7.982641e-03 -1.356471e-02 -2.136964e-02 -2.911101e-02     25
   950 +1.010292e-02 +4.473486e-04 +7.645015e-04 -3.218866e-03      4
   951 +1.349831e-03 +5.115182e-03 -2.236238e-02 -2.757313e-03      3
   952 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   953 +3.253316e-03 +1.966617e-02 +3.937129e-02 -1.646039e-02     15
   954 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   955 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   956 -1.535062e-02 +1.766322e-02 -9.938826e-03 -3.201036e-02     27
   957 -4.657092e-02 +2.893647e-03 +8.995433e-03 -4.151826e-02     32
   958 +4.912668e-03 +2.160276e-03 -1.086976e-02 -1.249752e-03      2
   959 -7.748735e-02 +9.153011e-03 -4.712439e-02 -6.144401e-02     52
   960 +1.257375e-02 -3.309060e-02 -1.273314e-01 -3.398503e-02     27
   961 +2.637797e-02 -4.969950e-02 +1.742274e-02 -2.808355e-02     24
   962 +9.645626e-03 -2.268020e-02 -9.062636e-03 -7.417619e-02     56
   963 -1.456391e-02 +8.735338e-03 +4.884712e-03 -2.286428e-03      3
   964 +3.652565e-03 +6.096431e-03 -3.643530e-03 -1.004403e-03      2
   965 -3.848235e-03 -5.366997e-03 -4.166953e-02 -2.137245e-02     17
   966 -2.575463e-02 -3.468400e-02 +3.713590e-02 -1.215632e-02     10
   967 +2.097403e-02 +9.753460e-02 -2.446285e-03 -4.464863e-02     36
   968 +1.834445e-03 -4.874333e-02 +1.259694e-01 -2.113741e-02     15
   969 +1.360851e-01 +2.783824e-03 -4.922091e-02 -4.623889e-02     37
   970 -6.151199e-02 +1.546463e-02 -9.120791e-02 -3.036968e-02     26
   971 +2.783759e-02 +5.250055e-02 -8.219800e-02 -3.198896e-02     25
   972 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   973 +6.436430e-03 -1.821940e-02 -9.852209e-03 -1.716866e-03      2
   974 +3.325516e-03 -2.768750e-02 -1.056209e-02 -2.730738e-02     23
   975 -6.746018e-03 +5.301865e-03 -1.690237e-02 -3.084248e-03      4
   976 +9.401464e-03 +3.085724e-02 -8.713238e-03 -1.776200e-02     15
   977 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   978 -4.226079e-02 -2.105490e-02 -5.810469e-02 -2.921723e-02     25
   979 -5.402900e-02 +1.418956e-02 -8.137505e-02 -8.589462e-02     63
   980 -3.236499e-02 +8.011141e-03 -2.645125e-02 -1.617507e-02     14
   981 +2.736354e-02 +2.844036e-02 -3.202153e-02 -4.078432e-03      3
   982 -5.253229e-03 +4.828146e-03 +4.287873e-03 -1.026225e-03      2
   983 +6.083088e-02 +5.656424e-02 +2.713870e-02 -2.512772e-02     20
   984 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   985 +6.749966e-03 +3.437083e-03 +1.389160e-02 -4.662118e-03      5
   986 -1.732297e-02 +6.627553e-02 -4.476321e-02 -2.990399e-02     25
   987 +1.471203e-02 +3.517740e-02 -5.231452e-02 -7.306355e-03      6
   988 +3.817087e-02 -4.318502e-02 +1.958895e-02 -5.559021e-02     44
   989 -6.734636e-04 +3.973761e-03 +2.644874e-02 -3.137855e-03      3
   990 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   991 +3.054354e-02 -3.317594e-03 -1.039136e-01 -6.450483e-02     53
   992 +6.624000e-03 -8.347761e-03 -3.021262e-02 -5.349273e-03      6
   993 +2.021404e-03 -2.683973e-02 -1.788594e-02 -4.063363e-03      4
   994 -3.039427e-02 -3.222457e-02 +7.218953e-03 -2.237677e-02     20
   995 -2.430945e-02 -2.123709e-02 -4.099483e-04 -5.885417e-03      5
   996 +6.406589e-03 +9.293875e-03 -1.149476e-02 -4.128996e-03      4
   997 +1.643864e-01 -1.090219e-01 +2.374175e-02 -6.927394e-02     53
   998 +1.234705e-02 +6.512605e-03 +5.055691e-03 -1.392779e-03      2
   999 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1000 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1001 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1002 -1.411234e-02 -1.308990e-02 +4.593848e-03 -4.223629e-03      5
  1003 +3.832753e-02 -1.163813e-02 -3.974091e-02 -3.197278e-02     26
  1004 +4.711664e-02 -9.010611e-02 +5.749534e-02 -4.583427e-02     36
  1005 -2.682986e-02 +3.533068e-02 +4.018344e-02 -1.274121e-02     11
  1006 +9.254726e-03 +2.091417e-02 +9.017251e-04 -2.759703e-03      3
  1007 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1008 +3.056141e-02 -1.928453e-02 +6.510703e-02 -8.568280e-02     64
  1009 -1.119166e-02 -9.860769e-03 -1.595183e-03 -1.400576e-03      2
  1010 +2.985742e-02 -4.085649e-02 +1.792250e-02 -3.637295e-02     28
  1011 +8.181156e-02 -7.799162e-02 +1.509983e-01 -6.337900e-02     49
  1012 -7.065700e-03 +3.064835e-02 +1.113599e-02 -7.542680e-03      8
  1013 +1.907462e-02 +8.096811e-02 -2.068347e-02 -4.980036e-02     38
  1014 -7.572054e-03 +2.237909e-02 -2.142927e-03 -1.149144e-02     10
  1015 +9.346738e-02 +9.988146e-02 +1.499868e-02 -4.163659e-02     32
  1016 -1.905042e-02 -4.309253e-02 -2.180698e-03 -5.518709e-02     44
  1017 -3.472141e-02 -3.567247e-03 -2.108824e-02 -3.720470e-03      3
  1018 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1019 +5.722126e-02 +5.090832e-02 +6.944237e-03 -5.516413e-02     45
  1020 -5.263041e-02 -2.968541e-02 -1.072002e-01 -3.104695e-02     25
  1021 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1022 -2.448254e-02 -3.142656e-02 +6.094101e-02 -3.185232e-02     25
  1023 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1024 +1.481676e-03 +1.815904e-04 +7.521676e-03 -9.834830e-04      2
  1025 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1026 -3.103356e-02 -2.505651e-02 +8.210386e-03 -4.530780e-02     36
  1027 +3.494900e-02 +2.231802e-02 +2.822501e-02 -2.041948e-02     17
  1028 +8.341483e-02 +1.035381e-01 +4.908587e-02 -9.209955e-02     73
  1029 -1.911820e-02 -3.266148e-02 +2.808585e-03 -6.255834e-03      6
  1030 +1.732833e-02 -6.233394e-03 -2.397936e-02 -1.288986e-02     11
  1031 -5.213208e-02 +2.506398e-02 -4.282791e-02 -5.952106e-02     48
  1032 -3.651052e-02 -1.546836e-02 +1.367147e-02 -1.650287e-02     13
  1033 -6.085812e-04 +5.471729e-03 -1.416836e-02 -1.410598e-03      2
  1034 -5.791776e-03 +9.467567e-03 +1.478243e-02 -5.810630e-03      5
  1035 +4.427852e-03 -1.230686e-02 -2.246320e-02 -2.594262e-03      3
  1036 -6.119541e-03 +5.571811e-02 -1.782748e-03 -6.873088e-03      6
  1037 +1.485398e-02 +4.578416e-02 +8.050275e-02 -2.047509e-02     17
  1038 +2.032756e-02 +1.052961e-02 +2.487908e-02 -8.268802e-03      8
  1039 -1.718736e-02 -1.209245e-02 +4.340663e-03 -3.015128e-03      3
  1040 +3.715887e-02 -2.696362e-02 -9.239756e-02 -5.656509e-02     47
  1041 -1.147032e-02 -4.045176e-02 -1.802765e-02 -6.257850e-03      4
  1042 +3.604015e-02 -5.182379e-03 -1.056789e-02 -2.442142e-02     22
  1043 +6.906420e-02 -7.602923e-02 +4.309768e-02 -5.343435e-02     40
  1044 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1045 +1.814447e-02 -7.443850e-02 +7.078651e-02 -3.327501e-02     26
  1046 +7.614593e-02 -1.778494e-02 +2.978506e-02 -2.080722e-02     18
  1047 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1048 +4.197316e-02 -1.162525e-02 +2.669633e-03 -1.125351e-02      9
  1049 -5.155674e-02 -4.407214e-02 -1.304266e-02 -5.284250e-02     44
  1050 +6.544688e-04 -2.729528e-02 -2.267438e-02 -3.421718e-02     27
  1051 -7.997344e-03 +1.040106e-02 -3.614770e-02 -5.352777e-03      5
  1052 +6.278028e-02 +3.496916e-03 -1.016844e-01 -2.215137e-02     16
  1053 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1054 +8.081138e-03 +2.172247e-03 +4.475228e-03 -1.098690e-03      2
  1055 -1.038751e-01 -1.380242e-01 +8.921252e-02 -4.569783e-02     36
  1056 +1.103395e-01 +1.106511e-02 +4.870978e-03 -4.051278e-02     32
  1057 -1.628493e-02 -6.239873e-03 -1.345691e-02 -2.264233e-02     21
  1058 -2.112310e-02 -1.456995e-02 -2.459406e-02 -8.590322e-03      9
  1059 -2.669044e-02 +2.542275e-02 -5.902270e-03 -7.320552e-02     60
  1060 +1.855343e-02 +1.063318e-02 -4.356235e-02 -1.791483e-02     14
  1061 -1.784959e-02 -2.038782e-02 -5.972871e-03 -6.217625e-03      5
  1062 +1.068034e-02 +5.891654e-03 +2.351484e-02 -1.020350e-02      9
  1063 +2.796826e-03 +9.161326e-03 -2.530640e-02 -4.440190e-03      4
  1064 -2.707174e-02 -5.212414e-03 -2.098307e-03 -2.945376e-03      3
  1065 -2.358918e-03 +2.230914e-02 +7.374729e-03 -3.616657e-03      4
  1066 -4.039190e-02 +6.323022e-02 +4.298443e-03 -6.025764e-02     46
  1067 +1.010967e-01 +4.092586e-02 +1.189525e-02 -2.465171e-02     18
  1068 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1069 +6.535781e-03 -1.328299e-02 +6.970909e-02 -2.209873e-02     18
  1070 +6.756261e-02 -2.755359e-03 -7.842461e-02 -5.347953e-02     39
  1071 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1072 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1073 -5.581015e-02 -1.572403e-02 +1.093492e-02 -5.559084e-03      5
  1074 +2.794533e-02 +1.433235e-01 -5.983408e-03 -3.129170e-02     25
  1075 +7.001782e-03 -2.523954e-02 +4.026304e-02 -8.766195e-03      9
  1076 +4.549598e-03 +6.806761e-03 -1.016792e-02 -2.386111e-03      3
  1077 -1.371115e-02 -1.121542e-02 +2.318990e-03 -5.087777e-03      5
  1078 -4.550275e-04 -9.647673e-03 +4.392666e-02 -6.301980e-03      6
  1079 -2.962942e-03 -5.617003e-03 -6.597326e-03 -1.078436e-03      2
  1080 +4.847732e-02 -1.667955e-02 +2.518620e-02 -5.381901e-02     45
  1081 +5.976443e-02 -2.458870e-02 -2.924159e-02 -1.678602e-02     15
  1082 -1.367732e-02 +2.457104e-02 +1.249628e-02 -2.113447e-03      2
  1083 +1.234270e-02 +9.120588e-03 +4.050478e-02 -9.353077e-03      7
  1084 -1.440618e-02 -7.169079e-03 -2.665609e-02 -1.173806e-02     10
  1085 +2.245971e-02 +7.808506e-02 +1.092798e-01 -4.965545e-02     41
  1086 -3.876214e-02 -4.446755e-02 +5.965534e-02 -3.554089e-02     30
  1087 -8.295344e-03 -6.457059e-03 +2.747322e-02 -3.091394e-03      3
  1088 +8.660060e-02 +3.343228e-02 +1.073219e-02 -3.890398e-02     31
  1089 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1090 -1.953464e-03 -1.371034e-02 -2.564896e-03 -3.742202e-03      4
  1091 +1.895504e-02 +2.313175e-02 -7.991785e-03 -1.694857e-02     14
  1092 -2.062546e-04 -9.631867e-03 -2.186766e-03 -1.122055e-03      2
  1093 -4.095032e-02 -2.216120e-02 -7.592440e-02 -6.610682e-02     48
  1094 +1.887652e-02 +2.837712e-02 -1.145062e-02 -7.178225e-03      6
  1095 +5.560742e-02 +4.978184e-02 +7.006474e-02 -7.384537e-02     59
  1096 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1097 -1.157576e-02 -2.987354e-02 +1.397673e-01 -4.561038e-02     35
  1098 -3.765353e-02 -2.899898e-03 +2.109144e-02 -2.441212e-02     20
  1099 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1100 +6.987331e-03 -9.255894e-03 +5.059675e-05 -2.929225e-02     22
  1101 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1102 +5.216909e-02 -9.361271e-02 -3.037402e-02 -5.078908e-02     41
  1103 -2.867741e-02 +2.117786e-02 -3.406945e-03 -1.524771e-02     13
  1104 +2.935553e-02 +4.418133e-03 -2.408083e-02 -2.681819e-02     23
  1105 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1106 -1.519061e-02 -1.955617e-02 -4.007550e-02 -6.895676e-03      6
  1107 +1.919501e-02 +9.868522e-02 +2.510946e-02 -3.795716e-02     33
  1108 +1.035388e-02 +6.114134e-02 +5.393546e-02 -7.594592e-02     56
  1109 +1.899956e-02 -6.464595e-03 -9.788567e-03 -9.260163e-03      7
  1110 -6.255409e-02 +6.631482e-02 +1.835305e-01 -8.897667e-02     69
  1111 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1112 +6.908284e-03 -1.928353e-03 +4.927939e-04 -9.512287e-04      2
  1113 -2.172616e-02 +1.924337e-02 -1.964167e-02 -1.932587e-02     15
  1114 -2.678347e-03 -2.829025e-03 -5.906890e-02 -3.461654e-02     29
  1115 -1.124839e-02 +2.122861e-02 -2.896224e-02 -8.756462e-03      7
  1116 -8.481648e-04 -2.143934e-02 +1.843546e-03 -8.867496e-03      8
  1117 +1.176803e-02 -1.857747e-02 -4.348524e-04 -4.312725e-03      4
  1118 +3.289987e-02 -6.263578e-02 -4.959103e-02 -3.584082e-02     27
  1119 +1.205652e-02 -6.710830e-02 +6.411369e-02 -3.310259e-02     25
  1120 -2.400145e-03 -4.704009e-02 +1.462039e-02 -1.962492e-02     17
  1121 +4.658009e-03 +1.370362e-02 +1.275647e-02 -2.403047e-03      3
  1122 +6.840815e-03 +5.397776e-04 -1.842268e-02 -1.965534e-02     17
  1123 +8.575223e-03 -2.090840e-02 +4.457229e-02 -4.205645e-03      3
  1124 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1125 -2.050815e-02 +2.048161e-02 +6.315058e-03 -1.273319e-02      9
  1126 +4.041994e-02 -5.828917e-03 -2.680608e-03 -1.019889e-02      8
  1127 +4.030052e-02 -2.500822e-02 +5.660609e-02 -2.067497e-02     16
  1128 -1.135440e-02 +4.543371e-02 +6.825459e-02 -3.268531e-02     26
  1129 -1.305648e-02 +1.475028e-02 +6.633456e-03 -3.347865e-03      4
  1130 -2.750542e-03 +4.110439e-03 +1.225056e-03 -2.142955e-03      3
  1131 -4.654298e-02 -1.910866e-02 -5.983730e-02 -6.410098e-02     52
  1132 -5.142105e-02 -6.221437e-02 +1.043836e-01 -6.274525e-02     50
  1133 -1.021270e-02 -1.452319e-02 +3.512273e-02 -1.426182e-02     13
  1134 -7.158212e-02 -9.977681e-02 -1.786432e-01 -6.641388e-02     52
  1135 -2.760665e-02 +4.063289e-02 +3.433284e-02 -1.537520e-02     13
  1136 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1137 -4.641619e-02 +2.047458e-02 +4.365218e-03 -5.207411e-03      4
  1138 -2.555838e-03 +4.515686e-02 -2.586116e-02 -1.859665e-02     14
  1139 -3.480302e-02 -2.646646e-02 -2.813706e-02 -3.818495e-02     28
  1140 -1.251472e-02 +5.684565e-02 -6.962527e-02 -5.551286e-02     45
  1141 +5.124370e-02 -8.184993e-03 -1.953223e-02 -9.188624e-03      8
  1142 +1.264264e-02 -5.191355e-02 -7.006058e-03 -3.708462e-02     28
  1143 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1144 -3.894558e-03 -1.500390e-02 -1.401847e-03 -1.428777e-03      2
  1145 -4.473325e-02 -6.988014e-02 -1.887059e-02 -2.273482e-02     16
  1146 -4.156499e-02 -1.129053e-02 -5.742042e-03 -4.012093e-03      3
  1147 +2.926203e-02 +8.172503e-02 -9.222096e-02 -4.429093e-02     32
  1148 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1149 +7.151763e-02 +3.779568e-03 -6.552448e-02 -1.586353e-02     12
  1150 -2.768810e-02 +4.151609e-03 +1.501483e-02 -2.156694e-03      2
  1151 -4.458327e-02 -2.220932e-02 +1.117923e-01 -2.951251e-02     23
  1152 -2.346460e-02 -9.540017e-03 +1.592440e-02 -5.600161e-03      5
  1153 -3.235700e-03 -1.197335e-04 -1.125827e-03 -2.098961e-03      3
  1154 -2.018205e-03 +1.444661e-02 +1.446703e-02 -2.479697e-03      3
  1155 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1156 -2.214514e-02 -8.526775e-03 +1.935468e-03 -6.724028e-03      7
  1157 +7.107222e-03 -4.009629e-03 -8.504760e-04 -1.018531e-03      2
  1158 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1159 -2.401954e-02 +5.489025e-02 +3.249369e-02 -2.241519e-02     17
  1160 +4.001161e-04 +2.365799e-02 -1.545939e-02 -3.022037e-03      3
  1161 -1.438853e-02 +2.047975e-04 -2.037058e-02 -1.860815e-03      2
  1162 +1.082383e-02 +7.254066e-02 -1.089294e-02 -1.446525e-02     11
  1163 -2.620991e-02 +1.457262e-02 -4.259362e-02 -3.972782e-02     31
  1164 -8.445454e-02 +1.244881e-02 +1.948016e-02 -1.698730e-02     14
  1165 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1166 -6.233146e-02 +4.997587e-03 +2.384649e-02 -1.692582e-02     12
  1167 -3.673646e-02 -4.080394e-02 +1.724330e-02 -2.282597e-02     19
  1168 +6.681842e-03 -5.899876e-02 +3.127149e-02 -7.582207e-02     57
  1169 -1.346861e-02 -8.733746e-04 +5.761962e-03 -2.181605e-03      3
  1170 +2.324004e-02 -3.289951e-02 -7.408775e-02 -3.050267e-02     22
  1171 +1.003193e-01 -3.944642e-02 -6.265505e-02 -6.488355e-02     53
  1172 -4.025147e-03 +8.229562e-03 -6.805861e-03 -1.210482e-03      2
  1173 +3.544106e-03 +4.924784e-02 +2.051595e-02 -2.360735e-02     21
  1174 -1.520927e-03 -3.325240e-02 +5.216190e-02 -4.134021e-02     34
  1175 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1176 +2.788896e-02 -6.551553e-02 -1.716005e-02 -1.444250e-02     12
  1177 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1178 +5.674458e-02 +2.531825e-02 -1.121179e-01 -4.917403e-02     39
  1179 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1180 -1.257972e-01 -9.688276e-03 +1.572023e-02 -2.879499e-02     24
  1181 -6.529290e-03 +2.850767e-02 -9.964439e-03 -8.460826e-03      8
  1182 +3.691737e-03 -1.252737e-02 +1.085469e-03 -1.053634e-02      9
  1183 -3.026765e-02 +3.507610e-02 +4.106282e-03 -3.626889e-02     26
  1184 +4.528429e-04 -1.002969e-02 +1.959195e-03 -4.565234e-03      5
  1185 +3.386247e-03 +5.166593e-02 -7.693192e-03 -1.891078e-02     15
  1186 +8.813449e-03 +8.305622e-02 -3.954139e-02 -2.265767e-02     20
  1187 -1.541814e-02 -2.505895e-02 +8.553754e-03 -1.216041e-02     11
  1188 +4.291032e-02 +1.945052e-03 +1.049423e-01 -2.948436e-02     22
  1189 -6.553322e-03 +1.536874e-02 +1.598584e-02 -8.517402e-03      8
  1190 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1191 -3.098991e-02 -1.633239e-02 -3.038375e-02 -1.353226e-02     10
  1192 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1193 +1.861918e-02 -4.094579e-02 -4.510581e-02 -3.130242e-02     25
  1194 -5.742981e-03 +2.418508e-02 -9.927841e-03 -3.370213e-03      4
  1195 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1196 +1.487414e-02 -4.160385e-02 -1.029423e-02 -5.615882e-02     45
  1197 -3.998868e-02 +4.835052e-02 -7.330482e-02 -4.702351e-02     36
  1198 +2.058124e-02 +2.012235e-02 -1.077743e-02 -1.615422e-02     15
  1199 -3.361985e-02 +3.637987e-02 -1.051421e-01 -3.715319e-02     29
  1200 +3.533377e-02 -1.576532e-02 -3.881420e-03 -1.843498e-02     17
  1201 -5.137849e-03 +1.628269e-02 +6.874444e-03 -1.566065e-03      2
  1202 -1.095311e-01 +3.895144e-02 -1.553490e-01 -8.195248e-02     63
  1203 +8.277646e-03 +1.251426e-03 -7.840622e-03 -4.636601e-03      5
  1204 +1.801718e-02 -7.145227e-02 +6.276220e-04 -3.542067e-02     25
  1205 +5.742482e-03 +2.843396e-03 +3.629895e-03 -9.631390e-04      2
  1206 -3.525079e-03 -7.572150e-03 -3.752468e-02 -1.063525e-02     10
  1207 -1.729804e-02 +1.830499e-02 +1.293295e-03 -7.638285e-03      7
  1208 -6.664352e-03 -3.020956e-02 +2.021543e-02 -2.855740e-02     26
  1209 -1.517374e-02 +3.291834e-02 -1.553445e-02 -5.648606e-02     47
  1210 -1.020876e-01 -5.967352e-02 -5.256000e-02 -2.128885e-02     16
  1211 +5.382179e-02 -4.949306e-02 +8.475398e-02 -2.956063e-02     23
  1212 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1213 +3.509330e-02 -4.284328e-02 -5.516460e-02 -1.711041e-02     15
  1214 +4.223042e-02 -2.105974e-02 +3.230170e-02 -1.001210e-02      8
  1215 -1.119055e-02 +1.374901e-02 -2.557814e-02 -2.800040e-02     23
  1216 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1217 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1218 +2.861814e-02 +1.090935e-02 +2.429521e-03 -7.475657e-03      7
  1219 +4.564444e-03 -2.808051e-02 +2.711633e-02 -1.222398e-02      9
  1220 +1.078550e-02 -5.530062e-03 -3.764138e-02 -4.449083e-03      4
  1221 +8.322779e-05 -3.527652e-03 -6.948126e-03 -9.917118e-04      2
  1222 +5.487884e-02 +2.598085e-02 +6.826205e-02 -6.397649e-02     51
  1223 +5.527625e-02 -2.797661e-02 +3.987494e-02 -2.259478e-02     17
  1224 -5.930569e-02 +5.592029e-02 +1.065991e-01 -3.690170e-02     27
  1225 +6.459351e-03 +1.820590e-02 +2.467754e-03 -2.399943e-03      3
  1226 -3.878826e-02 +2.698179e-02 -1.046008e-02 -2.269727e-02     20
  1227 +8.145552e-02 +3.677484e-02 -3.214857e-02 -2.417459e-02     18
  1228 -1.631227e-03 +5.855583e-03 -8.905677e-03 -4.455680e-02     38
  1229 -1.820948e-02 +4.013082e-02 -1.547317e-01 -6.655826e-02     52
  1230 +3.619914e-03 +6.316753e-03 +1.933885e-02 -5.587434e-03      4
  1231 -2.112809e-02 -7.500516e-03 +1.844565e-04 -8.068028e-03      8
  1232 +6.440449e-02 -6.622051e-03 -7.152114e-02 -8.094539e-02     59
  1233 +1.985382e-02 -1.736921e-03 -1.631194e-02 -4.245820e-03      5
  1234 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1235 -4.973149e-02 +3.375348e-02 -1.030271e-02 -3.289861e-02     23
  1236 +6.201491e-02 -4.552345e-02 -3.797013e-02 -2.675860e-02     20
  1237 -7.692458e-02 -1.691096e-03 -2.977947e-02 -2.961373e-02     23
  1238 -2.633300e-02 -3.098105e-02 +5.773052e-02 -3.155640e-02     26
  1239 +7.672240e-03 -1.771237e-03 -5.428453e-03 -1.103183e-03      2
  1240 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1241 -1.041375e-02 +4.346218e-02 -8.674242e-03 -7.074328e-03      5
  1242 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1243 +2.574119e-02 +1.497673e-02 +3.386800e-03 -6.655067e-02     50
  1244 -2.988314e-02 +2.006828e-02 -1.550392e-02 -7.182187e-03      6
  1245 +9.230358e-03 +2.241180e-02 +1.136483e-02 -1.937787e-02     18
  1246 +8.364817e-02 +5.373407e-04 -9.297400e-02 -7.569813e-02     58
  1247 -6.763997e-03 -3.664319e-03 +1.374194e-03 -9.931448e-04      2
  1248 -4.448022e-03 -3.693798e-03 +1.462602e-02 -2.499827e-03      3
  1249 +2.765185e-02 -2.422133e-02 +4.068984e-02 -1.273170e-02     11
  1250 -1.067940e-02 +2.129370e-02 +1.173760e-02 -9.730821e-03      9
  1251 +2.300110e-02 -8.490666e-02 -4.938309e-02 -3.481632e-02     24
  1252 +1.772975e-02 +2.582646e-02 +4.338130e-02 -1.885388e-02     16
  1253 -6.610819e-02 -1.035557e-02 -1.520748e-02 -2.058938e-02     18
  1254 +1.225661e-02 -1.638818e-02 -4.307690e-02 -2.795114e-02     23
  1255 +2.709740e-02 -3.533547e-02 -1.049840e-02 -2.173386e-02     17
  1256 +4.781765e-02 -5.542277e-02 +6.081383e-03 -5.529721e-02     44
  1257 -1.972675e-03 -6.038684e-02 +5.820835e-03 -1.387771e-02     11
  1258 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
  1259 -3.392044e-03 +6.782096e-03 -1.828019e-02 -3.248168e-03      4
  1260 -9.192962e-03 +1.729066e-03 -2.105293e-02 -2.108944e-02     15
  1261 -3.663365e-02 -6.858255e-02 +1.066565e-03 -3.252042e-02     26
  1262 +7.479159e-02 +9.462694e-02 -1.046635e-01 -8.381820e-02     59
  1263 -3.846642e-03 +7.687425e-03 -9.876310e-04 -2.323888e-03      3
  1264 +1.510209e-01 +6.810595e-03 +1.557383e-02 -3.225532e-02     26
  1265 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
